100 , 0.3098912 , 0.0546705 , 5.317961e-09
101 , 0.4343294 , 0.0532919 , 4.0487745e-15
102 , 0.2608714 , 0.0542259 , 0.0000005
103 , 0.4995499 , 0.0507948 , 3.2259006e-19
104 , 0.4545902 , 0.0515559 , 1.1924923e-16
105 , 0.2379269 , 0.0531366 , 0.0000034
106 , 0.5103177 , 0.0484911 , 3.4795634e-21
107 , 0.5628527 , 0.0438495 , 5.855108e-27
108 , 0.5329555 , 0.0481537 , 4.2393853e-22
109 , 0.5804433 , 0.0444216 , 3.05196e-27
10 , 0.5705430 , 0.0422013 , 4.2427814e-28
110 , 0.5044522 , 0.0499307 , 5.629058e-20
111 , 0.4990722 , 0.0466523 , 1.2286366e-21
112 , 0.3546549 , 0.0530891 , 1.6097734e-11
113 , 0.3411332 , 0.0591532 , 2.4240149e-09
114 , 0.1940207 , 0.0587934 , 0.0003094
115 , 0.3229910 , 0.0523627 , 3.2896959e-10
116 , 0.4289312 , 0.0513092 , 2.3781866e-15
117 , 0.2538392 , 0.0538072 , 0.0000009
118 , 0.4673169 , 0.0515828 , 3.0149808e-17
119 , 0.3576547 , 0.0581555 , 2.5822903e-10
11 , 0.4896577 , 0.0487060 , 1.169901e-19
120 , 0.2416807 , 0.0585720 , 0.0000108
121 , 0.4899615 , 0.0469506 , 9.31907e-21
122 , 0.3733521 , 0.0504086 , 4.6432961e-13
123 , 0.3822156 , 0.0533155 , 1.9786361e-12
124 , 0.4086568 , 0.0530167 , 6.1001465e-14
125 , 0.2604615 , 0.0615342 , 0.0000057
126 , 0.3400798 , 0.0567447 , 6.769136e-10
127 , 0.2866855 , 0.0571989 , 0.0000002
128 , 0.1916073 , 0.0573635 , 0.0002686
129 , 0.2818897 , 0.0578599 , 0.0000003
12 , 0.5542839 , 0.0446162 , 1.0765189e-25
130 , 0.4854810 , 0.0496547 , 1.0537901e-19
131 , 0.2866997 , 0.0563230 , 0.0000001
132 , 0.1992838 , 0.0565956 , 0.0001522
133 , 0.3348116 , 0.0538634 , 2.4245837e-10
134 , 0.3804104 , 0.0549614 , 7.255197e-12
135 , 0.1552883 , 0.0535831 , 0.0014124
136 , 0.4020906 , 0.0533640 , 1.5920577e-13
137 , 0.2626082 , 0.0532353 , 0.0000002
138 , 0.1845034 , 0.0583622 , 0.0004848
139 , 0.3524972 , 0.0535151 , 4.4491056e-11
13 , 0.2734384 , 0.0597579 , 0.0000012
140 , 0.3309477 , 0.0515242 , 1.1491999e-10
141 , 0.3419449 , 0.0578394 , 1.9386349e-09
142 , 0.2818662 , 0.0527266 , 3.9259484e-08
143 , 0.1673599 , 0.0595025 , 0.0017354
144 , 0.3764925 , 0.0535286 , 1.9578659e-12
145 , 0.4514671 , 0.0569154 , 8.7476325e-15
146 , 0.2234714 , 0.0579643 , 0.0000447
147 , 0.2194171 , 0.0553530 , 0.0000225
148 , 0.2607406 , 0.0580480 , 0.0000018
149 , 0.4392999 , 0.0534171 , 1.0674613e-15
14 , 0.3184596 , 0.0546268 , 2.07249e-09
150 , 0.3503271 , 0.0578990 , 9.9981885e-10
151 , 0.1638075 , 0.0541787 , 0.0008150
152 , 0.3805937 , 0.0524780 , 6.493097e-13
153 , 0.3708151 , 0.0520574 , 2.6314672e-12
154 , 0.2348401 , 0.0561267 , 0.0000094
155 , 0.3004000 , 0.0535624 , 1.078656e-08
156 , 0.3029537 , 0.0557159 , 2.539778e-08
157 , 0.4311900 , 0.0535046 , 1.8233827e-14
158 , 0.2843137 , 0.0528165 , 1.6167096e-08
159 , 0.3339472 , 0.0527585 , 2.3119889e-10
15 , 0.4460170 , 0.0488683 , 1.1960338e-17
160 , 0.3922197 , 0.0530686 , 5.3372085e-13
161 , 0.2573816 , 0.0571341 , 0.0000024
162 , 0.3365981 , 0.0543142 , 3.5196604e-10
163 , 0.4622004 , 0.0503354 , 3.2809821e-17
164 , 0.3669514 , 0.0503250 , 8.488803e-13
165 , 0.1667487 , 0.0579262 , 0.0016799
166 , 0.1823597 , 0.0580245 , 0.0005643
167 , 0.2793905 , 0.0564663 , 0.0000004
168 , 0.2659109 , 0.0542085 , 0.0000003
169 , 0.4316851 , 0.0512107 , 5.9838305e-16
16 , 0.4540769 , 0.0538593 , 1.5010951e-15
170 , 0.3963354 , 0.0559580 , 3.0135435e-12
171 , 0.3178356 , 0.0563902 , 8.731064e-09
172 , 0.2546170 , 0.0598732 , 0.0000062
173 , 0.1729585 , 0.0548434 , 0.0005517
174 , 0.1359349 , 0.0529035 , 0.0042718
175 , 0.3161877 , 0.0520365 , 5.986708e-10
176 , 0.3237946 , 0.0558536 , 1.6513534e-09
177 , 0.2572746 , 0.0551902 , 0.0000013
178 , 0.3330305 , 0.0535275 , 5.2259545e-10
179 , 0.4738102 , 0.0523621 , 1.445621e-17
17 , 0.3883413 , 0.0546951 , 4.704184e-12
180 , 0.2798323 , 0.0554673 , 0.0000001
181 , 0.2809289 , 0.0528259 , 4.4974049e-08
182 , 0.2339010 , 0.0535649 , 0.0000049
183 , 0.4953024 , 0.0506907 , 7.1815335e-19
184 , 0.1987469 , 0.0583808 , 0.0001990
185 , 0.3935202 , 0.0520291 , 1.7712867e-13
186 , 0.4024444 , 0.0536371 , 8.91301e-14
187 , 0.2954154 , 0.0535735 , 1.3582441e-08
188 , 0.3168433 , 0.0580259 , 2.1509804e-08
189 , 0.4968315 , 0.0493550 , 4.8994475e-20
18 , 0.3029778 , 0.0511354 , 1.7985651e-09
190 , 0.2869504 , 0.0551330 , 4.2615955e-08
191 , 0.3025104 , 0.0544105 , 8.4156925e-09
192 , 0.4687686 , 0.0475415 , 1.3931397e-19
193 , 0.3611527 , 0.0535882 , 1.6607297e-11
194 , 0.1649183 , 0.0579443 , 0.0016205
195 , 0.3929862 , 0.0544794 , 6.52089e-13
196 , 0.4143898 , 0.0544050 , 1.7454135e-13
197 , 0.4115970 , 0.0572333 , 1.4680873e-12
198 , 0.2233874 , 0.0583978 , 0.0000347
199 , 0.2932055 , 0.0601547 , 0.0000004
19 , 0.4751067 , 0.0472216 , 9.314832e-20
1 , 0.3846253 , 0.0531490 , 1.7686152e-12
200 , 0.2302771 , 0.0559936 , 0.0000136
20 , 0.3399263 , 0.0567922 , 1.2580909e-09
21 , 0.4302495 , 0.0550158 , 7.662512e-14
22 , 0.2451878 , 0.0544120 , 0.0000022
23 , 0.4534293 , 0.0514652 , 1.456054e-16
24 , 0.3877605 , 0.0515192 , 2.4238285e-13
25 , 0.1216874 , 0.0575700 , 0.0146615
26 , 0.2481715 , 0.0541410 , 0.0000015
27 , 0.5321187 , 0.0441825 , 2.7981175e-25
28 , 0.3148078 , 0.0551494 , 4.1588396e-09
29 , 0.3670000 , 0.0584629 , 2.707724e-10
2 , 0.5072171 , 0.0480854 , 1.2780502e-20
30 , 0.1721918 , 0.0565341 , 0.0007874
31 , 0.2336649 , 0.0530841 , 0.0000038
32 , 0.3573565 , 0.0554452 , 4.8587906e-11
33 , 0.4401558 , 0.0538793 , 3.4592798e-15
34 , 0.2753430 , 0.0544349 , 0.0000001
35 , 0.2931814 , 0.0544066 , 1.7130455e-08
36 , 0.1652693 , 0.0532275 , 0.0007119
37 , 0.2192606 , 0.0544596 , 0.0000196
38 , 0.4896743 , 0.0527821 , 1.2330416e-17
39 , 0.2880676 , 0.0558938 , 0.0000001
3 , 0.4820247 , 0.0494246 , 4.5248983e-19
40 , 0.2889530 , 0.0524412 , 9.28476e-09
41 , 0.3376385 , 0.0548006 , 5.3241815e-10
42 , 0.3979819 , 0.0528310 , 2.6319333e-13
43 , 0.2435263 , 0.0620979 , 0.0000318
44 , 0.3731560 , 0.0584990 , 1.4313932e-10
45 , 0.3583674 , 0.0585287 , 6.6568625e-10
46 , 0.2648706 , 0.0553384 , 0.0000004
47 , 0.2551846 , 0.0552861 , 0.0000011
48 , 0.4329951 , 0.0471590 , 1.1021424e-17
49 , 0.3929460 , 0.0533498 , 4.7635452e-13
4 , 0.4852012 , 0.0456758 , 1.2944884e-21
50 , 0.3543053 , 0.0590403 , 1.1005632e-09
51 , 0.2985850 , 0.0563908 , 3.411596e-08
52 , 0.4266090 , 0.0546057 , 4.4181434e-14
53 , 0.4473560 , 0.0564666 , 4.4257644e-14
54 , 0.3431159 , 0.0497255 , 1.5614092e-11
55 , 0.2563022 , 0.0536210 , 0.0000006
56 , 0.4023254 , 0.0534644 , 1.7117647e-13
57 , 0.2404165 , 0.0553555 , 0.0000036
58 , 0.2687958 , 0.0541378 , 0.0000002
59 , 0.1180738 , 0.0556970 , 0.0146025
5 , 0.3735089 , 0.0527132 , 3.2765294e-12
60 , 0.2055926 , 0.0584545 , 0.0001554
61 , 0.3657385 , 0.0579897 , 1.9963468e-10
62 , 0.2932970 , 0.0551571 , 3.3245551e-08
63 , 0.3845788 , 0.0505035 , 9.438554e-14
64 , 0.2741143 , 0.0582580 , 0.0000009
65 , 0.2281636 , 0.0562124 , 0.0000170
66 , 0.4101868 , 0.0566525 , 1.3114354e-12
67 , 0.2019141 , 0.0575364 , 0.0001531
68 , 0.2485177 , 0.0571164 , 0.0000050
69 , 0.4477934 , 0.0487509 , 9.822914e-18
6 , 0.4424155 , 0.0500314 , 1.0194934e-16
70 , 0.2901588 , 0.0568228 , 0.0000001
71 , 0.4153768 , 0.0522157 , 3.2909746e-14
72 , 0.3558598 , 0.0541055 , 5.4075115e-11
73 , 0.4707704 , 0.0492639 , 1.8156245e-19
74 , 0.5003125 , 0.0504002 , 2.6791388e-19
75 , 0.2397988 , 0.0529827 , 0.0000018
76 , 0.4702948 , 0.0480868 , 1.4809419e-19
77 , 0.2171131 , 0.0533555 , 0.0000165
78 , 0.4264227 , 0.0531449 , 3.4295435e-14
79 , 0.3635338 , 0.0559149 , 5.494353e-11
7 , 0.3922298 , 0.0497957 , 1.3592244e-14
80 , 0.3290813 , 0.0567590 , 2.593683e-09
81 , 0.4868729 , 0.0470782 , 3.5775989e-21
82 , 0.4891049 , 0.0470422 , 5.1327655e-21
83 , 0.2430030 , 0.0593444 , 0.0000136
84 , 0.2887734 , 0.0558911 , 0.0000001
85 , 0.3363847 , 0.0575166 , 4.5438941e-09
86 , 0.2034657 , 0.0579016 , 0.0001528
87 , 0.2323464 , 0.0603615 , 0.0000319
88 , 0.4882182 , 0.0481414 , 2.3173165e-20
89 , 0.5196620 , 0.0460515 , 3.9210072e-23
8 , 0.4477896 , 0.0452619 , 8.384625e-20
90 , 0.3487506 , 0.0546989 , 1.8677634e-10
91 , 0.4555821 , 0.0507364 , 2.1268188e-17
92 , 0.3229947 , 0.0511421 , 2.2773238e-10
93 , 0.2887193 , 0.0515878 , 1.2209976e-08
94 , 0.1729910 , 0.0551048 , 0.0006274
95 , 0.3490215 , 0.0573147 , 8.0091075e-10
96 , 0.3327571 , 0.0563558 , 1.9018088e-09
97 , 0.4252359 , 0.0540277 , 8.4459135e-14
98 , 0.4521861 , 0.0515582 , 2.2032798e-16
99 , 0.2144624 , 0.0605760 , 0.0001308
9 , 0.3998630 , 0.0522695 , 7.726042e-14
